Students	10000
2635	33 39 50 54
2636	4 48 28 24
2637	27 10 40 12
2638	50 42 3 79
2639	28 90 42 75
2640	45 81 22 51
2641	12 33 42 77
2642	87 70 74 19
2643	67 5 78 82
2644	17 78 56 85
2645	34 66 7 50
2646	37 2 28 27
2647	4 83 82 28
2648	65 90 70 60
2649	64 19 49 68
2650	70 58 53 50
2651	86 83 2 88
2652	56 49 47 62
2653	24 73 84 30
2654	51 6 89 33
2655	54 42 65 21
2656	5 10 41 42
2657	5 90 59 12
2658	57 35 32 12
2659	56 10 36 66
2660	67 48 35 7
2661	60 53 46 2
2662	12 85 71 86
2663	82 84 83 37
2664	54 2 39 32
2665	50 61 16 39
2666	51 53 48 65
2667	85 45 72 13
2668	38 3 67 78
2669	18 5 27 80
2670	40 35 42 14
2671	5 68 3 52
2672	3 41 59 80
2673	48 8 77 6
2674	69 32 2 47
2675	89 58 68 3
2676	65 12 64 75
2677	28 81 79 27
2678	37 79 14 18
2679	49 63 67 47
2680	58 51 3 85
2681	74 30 49 69
2682	73 72 39 78
2683	25 60 3 90
2684	2 17 30 20
2685	36 30 60 78
2686	63 74 28 21
2687	23 60 44 39
2688	9 2 45 68
2689	9 59 87 10
2690	18 47 45 19
2691	18 46 6 5
2692	15 31 48 53
2693	90 75 72 66
2694	33 63 10 6
2695	33 82 2 49
2696	39 63 26 15
2697	8 79 60 49
2698	48 65 85 50
2699	23 44 72 32
2700	12 42 52 68
2701	22 82 41 29
2702	34 38 82 39
2703	30 76 14 51
2704	80 4 81 11
2705	73 3 2 17
2706	33 46 63 64
2707	77 12 76 67
2708	11 53 89 17
2709	70 90 36 68
2710	84 64 27 67
2711	45 80 60 79
2712	8 46 85 59
2713	42 67 3 10
2714	67 76 85 80
2715	12 5 37 71
2716	41 42 66 29
2717	42 55 66 68
2718	65 44 40 31
2719	44 13 66 81
2720	29 64 40 19
2721	8 40 88 86
2722	65 41 90 17
2723	27 24 76 33
2724	51 59 17 29
2725	24 53 81 88
2726	8 19 38 44
2727	80 17 4 37
2728	86 79 48 42
2729	12 82 25 6
2730	40 72 22 49
2731	50 49 58 8
2732	26 37 30 45
2733	57 2 21 86
2734	22 69 83 9
2735	87 37 30 49
2736	86 80 68 12
2737	81 61 80 65
2738	89 65 47 7
2739	80 59 56 60
2740	33 1 73 35
2741	31 6 72 61
2742	30 47 49 9
2743	84 82 22 77
2744	35 47 26 25
2745	7 17 24 68
2746	51 41 11 14
2747	33 3 77 90
2748	50 62 43 68
2749	5 88 52 14
2750	17 50 66 65
2751	5 44 10 84
2752	56 17 77 71
2753	5 22 85 89
2754	24 22 13 14
2755	88 1 82 60
2756	14 58 17 31
2757	63 29 3 64
2758	28 77 18 29
2759	19 88 78 26
2760	10 40 75 11
2761	66 78 73 64
2762	27 56 48 34
2763	48 16 59 55
2764	63 15 82 65
2765	63 2 24 78
2766	55 71 41 40
2767	3 90 81 29
2768	62 2 14 15
2769	7 30 50 47
2770	36 67 31 52
2771	17 48 19 49
2772	63 79 56 78
2773	20 34 77 61
2774	45 67 54 56
2775	18 17 58 37
2776	70 50 35 18
2777	48 35 73 16
2778	52 39 83 40
2779	90 31 7 27
2780	9 53 24 61
2781	34 79 28 9
2782	65 51 8 42
2783	78 83 10 81
2784	57 50 43 58
2785	7 89 83 57
2786	42 22 21 14
2787	46 14 57 63
2788	9 40 37 70
2789	68 78 40 23
2790	68 53 29 61
2791	88 71 62 46
2792	20 23 46 61
2793	37 22 30 88
2794	67 17 44 73
2795	57 21 58 68
2796	62 38 74 16
2797	41 63 62 37
2798	42 38 59 32
2799	27 12 70 41
2800	73 41 35 31
2801	67 41 18 83
2802	37 41 13 44
2803	72 74 21 71
2804	83 87 47 39
2805	34 61 3 59
2806	7 59 11 31
2807	51 67 73 7
2808	68 76 41 73
2809	33 62 57 69
2810	76 42 72 44
2811	80 76 24 8
2812	11 59 6 84
2813	20 12 16 33
2814	28 83 23 40
2815	30 70 14 90
2816	2 78 69 73
2817	45 70 21 81
2818	10 44 24 74
2819	19 59 46 24
2820	72 39 44 74
2821	83 49 90 17
2822	14 73 56 20
2823	8 12 60 29
2824	30 35 89 6
2825	28 18 36 26
2826	11 70 64 72
2827	53 25 78 73
2828	69 26 13 49
2829	59 18 63 54
2830	60 4 57 80
2831	24 73 66 67
2832	41 59 88 14
2833	1 66 24 82
2834	68 45 65 14
2835	71 3 33 65
2836	24 46 42 79
2837	40 1 16 43
2838	2 75 51 29
2839	65 19 30 18
2840	49 37 58 22
2841	15 40 75 22
2842	68 64 78 88
2843	28 71 30 78
2844	30 8 38 58
2845	23 25 26 67
2846	51 10 59 19
2847	41 25 52 10
2848	33 5 89 62
2849	28 22 67 18
2850	18 46 74 48
2851	24 77 52 90
2852	23 73 25 4
2853	13 88 47 31
2854	63 16 12 20
2855	75 84 53 59
2856	29 70 39 1
2857	76 45 51 81
2858	85 87 66 19
2859	52 37 41 63
2860	39 65 64 26
2861	25 43 16 81
2862	28 57 84 50
2863	23 11 77 78
2864	66 73 90 16
2865	90 72 12 84
2866	15 82 56 13
2867	61 52 36 34
2868	59 52 58 27
2869	25 37 74 16
2870	68 65 25 31
2871	8 51 63 39
2872	16 75 60 77
2873	28 26 70 68
2874	54 68 40 15
2875	10 57 43 38
2876	14 67 19 63
2877	83 69 30 40
2878	10 24 87 20
2879	74 18 24 15
2880	31 39 28 70
2881	62 20 37 42
2882	90 33 15 72
2883	51 89 67 60
2884	24 48 90 47
2885	12 73 71 40
2886	10 65 46 4
2887	19 80 35 86
2888	70 55 47 79
2889	74 29 46 5
2890	52 84 70 42
2891	57 62 39 56
2892	64 90 51 85
2893	39 15 71 26
2894	56 81 9 62
2895	26 68 13 50
2896	4 82 71 17
2897	24 19 79 84
2898	1 24 5 73
2899	21 60 10 24
2900	80 28 49 71
2901	16 76 1 54
2902	16 14 68 4
2903	14 82 68 77
2904	36 69 68 20
2905	52 73 22 3
2906	44 81 80 64
2907	37 87 31 89
2908	45 16 20 27
2909	82 81 65 40
2910	16 41 50 52
2911	42 72 83 86
2912	10 41 14 89
2913	77 48 18 3
2914	37 68 26 62
2915	90 17 84 70
2916	74 46 15 22
2917	50 77 85 47
2918	17 51 7 89
2919	64 89 69 3
2920	8 46 68 79
2921	85 81 44 90
2922	13 77 33 26
2923	40 61 33 35
2924	27 71 1 84
2925	78 68 34 12
2926	31 14 52 34
2927	51 66 79 2
2928	80 62 87 66
2929	17 14 81 71
2930	46 11 82 86
2931	46 2 90 58
2932	15 32 53 79
2933	66 7 22 13
2934	42 12 90 41
2935	33 39 75 3
2936	34 90 13 11
2937	16 8 31 57
2938	20 88 29 79
2939	64 25 41 53
2940	19 78 15 55
2941	54 70 42 7
2942	38 45 32 17
2943	47 68 51 14
2944	24 39 54 6
2945	15 64 50 35
2946	28 4 39 35
2947	26 7 22 79
2948	67 77 33 18
2949	59 10 62 52
2950	17 89 77 87
2951	24 48 74 15
2952	46 73 74 39
2953	10 87 50 47
2954	55 15 71 65
2955	35 6 85 1
2956	79 87 10 80
2957	5 78 56 38
2958	84 86 87 17
2959	21 82 49 15
2960	62 47 22 5
2961	89 74 20 14
2962	68 33 18 88
2963	86 42 14 72
2964	78 24 53 88
2965	67 62 75 48
2966	41 35 87 16
2967	55 74 71 63
2968	22 3 26 62
2969	34 45 24 25
2970	67 28 9 24
2971	74 57 51 10
2972	60 42 3 25
2973	78 77 23 22
2974	59 44 7 36
2975	88 33 48 74
2976	71 15 37 60
2977	24 14 64 1
2978	89 84 42 39
2979	68 14 35 72
2980	46 71 11 36
2981	59 37 18 13
2982	2 47 68 41
2983	83 77 58 63
2984	14 62 48 6
2985	61 50 37 58
2986	74 34 46 42
2987	84 52 34 17
2988	79 54 85 78
2989	59 90 43 65
2990	63 29 67 64
2991	54 70 17 50
2992	48 36 33 76
2993	58 12 31 54
2994	3 48 80 36
2995	82 50 76 61
2996	86 20 88 89
2997	82 42 44 29
2998	71 72 22 10
2999	5 21 66 32
3000	68 48 42 11
3001	1 68 65 88
3002	46 2 61 78
3003	29 40 42 38
3004	63 72 86 18
3005	15 5 85 58
3006	65 79 88 70
3007	45 6 4 23
3008	52 88 29 56
3009	60 73 85 66
3010	83 11 74 76
3011	85 40 58 90
3012	85 82 49 58
3013	32 61 11 52
3014	22 26 83 64
3015	9 48 85 36
3016	45 2 34 31
3017	24 67 4 35
3018	66 49 64 51
3019	82 64 13 46
3020	59 79 78 62
3021	60 72 37 50
3022	47 33 37 81
3023	57 64 25 72
3024	36 58 43 73
3025	29 15 10 38
3026	83 53 66 12
3027	76 33 20 60
3028	85 75 10 84
3029	9 88 59 26
3030	30 26 73 71
3031	6 30 73 53
3032	27 24 10 56
3033	13 56 88 14
3034	50 67 52 25
3035	49 6 79 25
3036	66 22 29 35
3037	89 10 29 64
3038	46 3 19 71
3039	52 59 60 26
3040	69 52 14 13
3041	79 75 56 25
3042	24 10 49 63
3043	46 26 50 73
3044	72 1 17 4
3045	62 47 34 86
3046	35 68 16 82
3047	17 25 21 10
3048	66 30 27 10
3049	39 48 40 20
3050	44 70 61 1
3051	67 17 38 81
3052	78 16 58 66
3053	58 54 41 46
3054	37 5 78 4
3055	9 19 38 51
3056	22 46 14 75
3057	72 77 68 1
3058	87 2 27 44
3059	73 54 48 15
3060	80 61 67 40
3061	42 44 3 34
3062	77 13 10 40
3063	30 33 31 27
3064	36 16 64 84
3065	87 49 79 6
3066	33 84 71 22
3067	12 41 14 70
3068	74 59 6 36
3069	79 87 3 52
3070	58 34 46 5
3071	25 16 80 86
3072	63 66 5 52
3073	11 85 47 87
3074	23 59 60 9
3075	32 30 29 82
3076	8 86 82 39
3077	70 6 11 35
3078	2 40 57 54
3079	81 45 58 55
3080	83 7 82 24
3081	65 75 68 61
3082	55 30 84 62
3083	57 40 68 79
3084	86 44 5 11
3085	55 65 76 2
3086	37 87 22 81
3087	20 34 53 64
3088	9 32 81 59
3089	13 53 50 33
3090	26 90 11 71
3091	35 73 50 36
3092	14 1 48 83
3093	29 20 63 10
3094	65 13 23 88
3095	48 11 75 33
3096	79 38 65 55
3097	22 42 46 14
3098	11 59 47 57
3099	20 89 9 57
3100	15 81 46 69
3101	62 82 57 42
3102	30 8 13 12
3103	37 82 55 70
3104	42 1 40 36
3105	15 51 85 29
3106	3 47 40 1
3107	74 24 58 30
3108	9 64 23 58
3109	31 67 35 7
3110	21 68 65 63
3111	1 9 86 44
3112	19 71 64 69
3113	41 81 29 31
3114	24 58 88 3
3115	36 42 44 87
3116	49 50 86 22
3117	75 46 72 2
3118	28 48 66 64
3119	65 70 3 62
3120	9 65 74 22
3121	10 38 61 7
3122	82 65 66 48
3123	3 13 77 2
3124	1 49 63 60
3125	78 86 64 50
3126	81 25 77 52
3127	56 23 85 25
3128	21 49 37 45
3129	63 32 74 27
3130	11 20 43 23
3131	11 25 50 17
3132	13 11 70 8
3133	90 58 71 77
3134	41 70 55 4
3135	30 89 28 66
3136	19 41 82 84
3137	20 10 66 36
3138	76 3 15 7
3139	90 7 22 15
3140	37 78 28 68
3141	50 22 19 54
3142	78 26 83 2
3143	89 30 42 68
3144	52 49 51 78
3145	31 51 44 89
3146	26 46 81 2
3147	10 88 19 22
3148	31 43 13 76
3149	1 12 80 8
3150	39 21 34 40
3151	37 45 34 59
3152	9 67 71 4
3153	90 74 9 86
3154	3 72 23 89
3155	7 52 55 88
3156	54 61 82 64
3157	19 28 13 45
3158	21 50 82 17
3159	90 79 8 58
3160	57 85 79 74
3161	30 27 88 81
3162	51 72 23 71
3163	12 89 5 71
3164	87 12 22 28
3165	57 14 32 50
3166	74 36 45 11
3167	5 67 49 64
3168	47 40 36 89
3169	72 80 76 3
3170	53 86 12 47
3171	37 48 84 8
3172	25 53 6 67
3173	35 8 84 38
3174	60 38 33 37
3175	6 18 67 81
3176	4 13 46 29
3177	64 11 32 81
3178	6 41 75 58
3179	79 21 47 31
3180	55 62 26 72
3181	26 67 78 31
3182	49 4 21 32
3183	19 1 76 89
3184	16 12 18 54
3185	25 14 74 88
3186	37 36 87 49
3187	37 50 65 48
3188	74 70 53 55
3189	21 49 25 61
3190	48 27 71 6
3191	24 32 67 39
3192	88 54 16 47
3193	38 17 59 54
3194	41 78 50 86
3195	73 80 12 90
3196	52 4 3 22
3197	36 53 37 76
3198	9 86 62 65
3199	2 59 74 5
3200	68 10 17 33
3201	61 46 1 16
3202	30 59 37 82
3203	42 67 7 57
3204	40 35 44 70
3205	9 53 81 20
3206	46 57 70 75
3207	24 90 70 26
3208	45 49 25 11
3209	24 25 57 66
3210	50 28 37 86
3211	14 4 59 3
3212	5 70 59 1
3213	78 26 45 38
3214	41 72 10 56
3215	11 52 23 63
3216	87 35 19 75
3217	69 56 11 62
3218	42 48 28 34
3219	75 18 9 1
3220	47 40 53 44
3221	53 56 6 54
3222	86 5 80 90
3223	89 31 30 68
3224	36 33 47 53
3225	55 60 80 24
3226	3 59 12 70
3227	13 53 30 74
3228	60 76 59 85
3229	27 69 47 26
3230	42 71 49 38
3231	58 17 28 13
3232	56 54 38 13
3233	13 79 77 35
3234	63 17 29 15
3235	75 38 65 17
3236	10 34 76 19
3237	1 19 72 30
3238	54 26 72 50
3239	46 87 4 51
3240	3 4 61 9
3241	45 89 48 12
3242	83 43 14 12
3243	61 88 29 56
3244	65 80 2 67
3245	55 22 29 32
3246	88 33 12 16
3247	69 30 88 7
3248	38 69 76 84
3249	26 25 31 7
3250	25 71 78 13
3251	78 9 43 63
3252	59 51 84 88
3253	58 63 24 87
3254	67 61 79 72
3255	7 34 5 86
3256	79 65 64 71
3257	19 7 46 51
3258	71 55 19 15
3259	25 61 47 43
3260	73 6 38 82
3261	9 81 3 26
3262	60 54 58 29
3263	58 60 45 80
3264	54 18 4 32
3265	51 7 54 63
3266	23 70 30 59
3267	84 5 15 8
3268	76 23 5 66
3269	32 30 14 35
3270	40 25 16 4
3271	40 61 41 47
3272	67 39 26 9
3273	6 66 1 14
3274	58 87 45 23
3275	74 55 57 67
3276	64 30 7 65
3277	78 40 38 62
3278	27 44 75 25
3279	7 1 81 51
3280	33 43 6 55
3281	55 4 11 16
3282	1 81 86 11
3283	72 89 18 43
3284	11 69 84 51
3285	43 8 7 16
3286	62 87 70 32
3287	59 3 28 26
3288	33 27 58 5
3289	69 28 56 78
3290	27 79 59 50
3291	25 30 26 2
3292	77 58 45 59
3293	37 90 33 29
3294	65 74 90 35
3295	43 10 53 45
3296	31 89 61 54
3297	43 66 19 12
3298	53 41 54 10
3299	59 43 88 9
3300	42 13 37 4
3301	58 76 88 34
3302	48 77 40 5
3303	40 31 64 62
3304	32 4 90 3
3305	84 15 17 66
3306	10 43 23 59
3307	75 46 83 78
3308	30 43 83 58
3309	65 6 17 67
3310	56 78 81 25
3311	69 89 35 13
3312	74 70 25 82
3313	67 36 75 2
3314	14 13 42 76
3315	82 70 89 69
3316	8 29 52 27
3317	16 28 14 56
3318	21 81 49 13
3319	28 13 7 26
3320	89 87 11 4
3321	72 67 50 43
3322	17 48 30 68
3323	73 33 11 70
3324	39 49 77 10
3325	51 30 52 34
3326	32 53 38 77
3327	86 89 65 40
3328	39 7 71 49
3329	39 52 69 13
3330	6 24 48 80
3331	6 4 59 55
3332	26 75 49 54
3333	28 29 60 19
3334	9 32 27 16
3335	18 48 22 15
3336	38 47 57 37
3337	71 88 72 13
3338	64 79 14 75
3339	28 84 61 60
3340	50 72 34 80
3341	34 39 46 14
3342	10 20 75 85
3343	42 53 29 88
3344	14 66 81 41
3345	83 37 86 5
3346	89 86 80 53
3347	29 86 27 74
3348	76 67 5 63
3349	2 80 79 67
3350	15 80 53 35
3351	87 88 57 83
3352	52 29 6 46
3353	21 43 38 26
3354	11 87 7 76
3355	44 41 78 43
3356	72 24 44 23
3357	81 15 59 31
3358	57 72 79 55
3359	73 46 49 67
3360	55 30 8 70
3361	67 24 42 63
3362	44 22 29 4
3363	81 27 24 72
3364	65 59 21 86
3365	31 26 37 20
3366	61 33 53 54
3367	36 55 76 34
3368	65 23 56 25
3369	59 35 38 57
3370	76 2 48 24
3371	79 7 34 78
3372	35 57 87 39
3373	67 51 6 9
3374	64 30 31 47
3375	32 52 80 30
3376	9 75 69 82
3377	3 2 81 82
3378	61 10 84 48
3379	34 35 64 18
3380	52 55 1 77
3381	45 64 49 63
3382	90 3 88 22
3383	67 32 11 19
3384	28 27 57 40
3385	68 34 24 16
3386	48 78 84 64
3387	88 19 68 43
3388	1 62 46 38
3389	53 68 34 19
3390	68 63 21 39
3391	88 79 20 7
3392	40 32 38 48
3393	73 67 57 13
3394	46 74 20 14
3395	38 35 3 29
3396	38 3 35 29
3397	44 13 41 14
3398	77 51 56 38
3399	58 32 45 7
3400	28 18 85 21
3401	29 13 66 64
3402	68 43 82 78
3403	36 76 70 84
3404	38 9 32 30
3405	32 67 68 60
3406	18 9 44 27
3407	13 44 12 54
3408	85 79 11 30
3409	18 9 53 66
3410	50 13 75 12
3411	30 10 62 4
3412	2 37 64 65
3413	41 34 75 88
3414	69 8 76 58
3415	84 69 22 74
3416	32 83 28 52
3417	85 50 34 15
3418	56 34 15 41
3419	66 3 60 70
3420	34 57 37 54
3421	77 78 4 29
3422	28 75 79 55
3423	43 82 19 13
3424	62 67 47 27
3425	59 28 54 24
3426	12 26 50 61
3427	88 24 1 42
3428	46 19 36 44
3429	27 25 37 86
3430	15 54 53 64
3431	53 28 59 4
3432	35 39 23 16
3433	27 49 70 88
3434	50 17 33 65
3435	61 50 22 23
3436	36 27 74 44
3437	47 43 2 31
3438	53 48 35 19
3439	60 37 55 74
3440	20 25 10 55
3441	88 9 45 32
3442	59 57 54 77
3443	8 26 89 65
3444	12 57 32 51
3445	38 4 62 59
3446	1 64 89 3
3447	6 74 75 67
3448	29 18 30 49
3449	57 12 68 56
3450	38 88 14 4
3451	19 64 58 74
3452	67 9 47 75
3453	76 50 58 69
3454	75 3 15 2
3455	46 75 59 15
3456	86 46 17 49
3457	37 45 87 39
3458	5 38 63 71
3459	24 83 26 34
3460	12 5 36 81
3461	58 60 20 25
3462	87 73 29 56
3463	86 67 45 72
3464	79 81 28 35
3465	54 32 77 71
3466	55 13 46 10
3467	79 4 6 16
3468	41 77 72 45
3469	84 89 11 49
3470	21 7 16 28
3471	19 14 20 77
3472	3 4 81 44
3473	41 83 8 86
3474	41 71 4 75
3475	84 16 49 68
3476	36 51 82 57
3477	47 82 15 29
3478	73 10 84 53
3479	40 3 49 52
3480	72 14 69 76
3481	65 41 80 3
3482	53 60 87 25
3483	35 26 33 90
3484	60 44 75 12
3485	71 87 85 81
3486	76 54 3 47
3487	65 70 90 34
3488	80 36 32 55
3489	5 76 77 45
3490	55 5 61 25
3491	24 43 75 59
3492	47 33 19 10
3493	1 59 87 89
3494	44 60 17 56
3495	55 10 72 3
3496	83 38 42 37
3497	13 34 17 2
3498	12 30 13 22
3499	83 23 46 87
3500	86 24 35 79
3501	60 22 21 50
3502	15 37 20 84
3503	71 5 90 15
3504	2 38 88 83
3505	90 77 37 16
3506	25 87 68 21
3507	31 8 52 25
3508	21 32 83 30
3509	83 73 39 27
3510	89 59 16 25
3511	1 89 80 8
3512	3 48 64 79
3513	80 47 40 77
3514	44 35 78 16
3515	90 40 82 79
3516	35 58 1 68
3517	61 6 86 88
3518	22 8 29 56
3519	30 56 1 4
3520	75 20 9 65
3521	49 85 88 41
3522	27 7 35 59
3523	48 14 38 76
3524	59 30 24 88
3525	11 56 20 2
3526	56 40 83 66
3527	62 60 28 8
3528	66 43 22 61
3529	76 75 24 87
3530	20 83 40 23
3531	46 83 73 37
3532	12 21 24 90
3533	31 35 89 19
3534	18 87 35 37
3535	53 59 70 87
3536	71 44 9 48
3537	5 72 85 19
3538	57 77 29 30
3539	58 89 16 59
3540	11 22 80 38
3541	51 19 14 52
3542	3 46 82 60
3543	88 7 39 60
3544	78 43 31 79
3545	38 26 20 48
3546	57 48 62 16
3547	27 16 43 33
3548	37 27 42 3
3549	37 43 26 16
3550	67 42 72 61
3551	52 36 6 34
3552	4 47 62 19
3553	45 2 52 12
3554	23 7 27 33
3555	69 56 77 13
3556	20 74 5 88
3557	90 24 17 20
3558	72 38 8 86
3559	63 30 73 42
3560	46 52 82 86
3561	75 38 7 79
3562	87 17 69 29
3563	60 75 7 74
3564	25 5 21 68
3565	79 30 53 66
3566	61 84 87 75
3567	15 36 24 73
3568	38 81 8 12
3569	18 85 44 62
3570	42 37 75 70
3571	60 42 35 75
3572	69 46 54 83
3573	66 62 71 6
3574	26 42 37 81
3575	27 89 18 1
3576	69 19 79 61
3577	72 86 13 85
3578	16 66 28 83
3579	4 42 79 67
3580	10 89 35 4
3581	37 58 46 59
3582	75 73 22 55
3583	68 8 30 38
3584	23 16 43 56
3585	58 60 24 29
3586	15 35 7 75
3587	40 64 81 50
3588	88 30 75 89
3589	81 75 5 32
3590	61 30 57 13
3591	1 50 90 72
3592	3 90 80 16
3593	82 22 54 23
3594	31 85 16 46
3595	72 12 5 1
3596	16 64 31 37
3597	38 30 20 89
3598	57 70 31 47
3599	53 37 51 57
3600	67 4 29 47
3601	76 16 77 39
3602	11 3 21 76
3603	55 13 14 65
3604	75 23 13 45
3605	16 43 33 8
3606	70 18 9 74
3607	79 35 21 90
3608	77 55 23 11
3609	27 84 63 68
3610	25 88 45 65
3611	79 42 6 7
3612	52 57 19 88
3613	33 58 12 31
3614	45 44 88 43
3615	27 1 19 41
3616	22 57 89 39
3617	84 65 77 67
3618	10 52 35 15
3619	27 49 42 37
3620	71 50 54 49
3621	76 88 61 74
3622	41 60 22 56
3623	62 29 58 73
3624	90 20 57 15
3625	77 87 16 55
3626	24 48 79 45
3627	3 36 87 32
3628	54 19 89 53
3629	37 87 47 12
3630	39 26 37 60
3631	24 5 43 26
3632	34 71 45 69
3633	7 30 86 38
3634	10 41 12 36
3635	5 34 76 56
3636	66 13 89 76
3637	89 65 87 63
3638	54 29 44 77
3639	53 74 13 32
3640	72 11 79 20
3641	53 21 46 68
3642	42 41 35 7
3643	23 66 56 85
3644	5 17 21 1
3645	29 61 19 24
3646	74 33 68 46
3647	26 30 54 21
3648	66 49 69 17
3649	23 73 39 7
3650	52 85 50 39
3651	11 31 35 32
3652	45 50 56 75
3653	3 86 56 37
3654	65 20 13 72
3655	50 72 38 51
3656	51 41 33 4
3657	25 27 67 35
3658	68 22 25 55
3659	50 38 6 10
3660	77 44 86 76
3661	85 12 24 33
3662	44 86 64 46
3663	30 40 29 34
3664	61 66 51 60
3665	28 15 14 81
3666	9 54 57 45
3667	26 39 68 14
3668	54 32 23 10
3669	48 44 27 3
3670	22 54 78 71
3671	22 83 37 39
3672	9 86 59 28
3673	29 34 87 30
3674	75 56 67 9
3675	15 35 12 24
3676	75 31 81 55
3677	86 71 60 90
3678	70 89 1 16
3679	5 89 23 13
3680	1 26 56 46
3681	1 23 84 77
3682	20 18 60 77
3683	74 28 39 32
3684	4 16 79 11
3685	86 19 62 90
3686	39 34 35 45
3687	7 66 72 56
3688	55 9 62 82
3689	79 11 27 20
3690	77 54 33 2
3691	16 71 86 87
3692	47 24 75 7
3693	7 81 90 73
3694	48 3 74 20
3695	22 71 69 88
3696	38 86 87 6
3697	35 45 18 58
3698	14 69 17 1
3699	33 48 40 4
3700	31 24 83 80
3701	22 65 39 59
3702	9 48 44 12
3703	38 87 35 32
3704	43 10 45 81
3705	43 9 13 32
3706	49 82 78 13
3707	16 81 65 31
3708	53 81 65 31
3709	82 6 21 27
3710	18 30 41 19
3711	75 11 8 39
3712	86 76 90 18
3713	55 77 52 42
3714	70 15 65 53
3715	88 21 67 78
3716	62 89 53 80
3717	32 20 83 51
3718	11 41 19 73
3719	11 25 86 89
3720	27 50 43 68
3721	83 45 58 84
3722	55 18 50 86
3723	68 10 84 9
3724	72 60 82 48
3725	14 23 68 73
3726	81 13 49 71
3727	48 22 2 15
3728	74 25 66 48
3729	38 88 47 6
3730	51 52 11 90
3731	89 64 20 39
3732	66 30 90 79
3733	55 58 38 19
3734	26 2 34 83
3735	7 83 68 76
3736	34 80 76 22
3737	75 63 35 76
3738	49 55 30 79
3739	32 84 35 65
3740	41 61 25 28
3741	13 88 2 65
3742	58 69 78 87
3743	23 19 71 14
3744	64 27 17 83
3745	68 36 9 87
3746	67 37 6 41
3747	46 8 5 7
3748	16 23 38 19
3749	70 22 30 68
3750	1 38 74 77
3751	78 33 26 51
3752	19 75 29 52
3753	10 8 26 71
3754	28 36 6 22
3755	45 23 70 6
3756	37 4 89 33
3757	16 77 14 44
3758	36 65 51 77
3759	17 77 6 31
3760	12 75 48 4
3761	19 30 38 62
3762	66 7 56 70
3763	14 66 5 50
3764	16 17 81 5
3765	62 69 35 17
3766	35 78 47 14
3767	41 57 62 73
3768	42 3 56 82
3769	79 19 59 31
3770	77 22 42 52
3771	87 84 32 35
3772	41 10 2 42
3773	13 25 17 81
3774	10 1 39 45
3775	4 3 18 7
3776	41 19 38 14
3777	74 54 64 48
3778	20 15 7 80
3779	10 80 25 35
3780	88 19 68 46
3781	60 84 30 75
3782	70 86 10 61
3783	7 22 59 36
3784	77 23 5 49
3785	36 37 49 42
3786	37 48 77 68
3787	65 1 68 58
3788	45 65 36 64
3789	74 62 22 13
3790	31 16 66 11
3791	6 9 38 10
3792	53 31 5 74
3793	64 1 23 26
3794	10 78 34 84
3795	16 46 61 23
3796	5 60 34 86
3797	18 83 89 10
3798	50 71 35 52
3799	13 58 8 43
3800	44 11 59 63
3801	16 52 71 41
3802	23 14 13 67
3803	42 22 76 40
3804	33 68 25 56
3805	54 24 71 68
3806	52 87 67 37
3807	14 88 47 71
3808	1 17 25 56
3809	13 60 4 74
3810	68 43 14 12
3811	90 43 64 22
3812	27 55 51 84
3813	18 69 49 12
3814	15 8 32 22
3815	1 30 87 85
3816	87 70 24 10
3817	9 86 57 38
3818	33 35 39 15
3819	37 29 57 16
3820	15 1 43 8
3821	76 84 12 81
3822	23 50 73 40
3823	85 56 75 66
3824	71 67 21 33
3825	31 72 82 55
3826	39 55 42 22
3827	13 50 61 55
3828	65 4 26 66
3829	83 51 59 43
3830	44 17 16 87
3831	10 33 63 84
3832	2 1 17 48
3833	83 27 12 76
3834	87 77 5 88
3835	43 84 69 7
3836	34 51 86 7
3837	16 4 61 47
3838	67 47 63 64
3839	6 61 78 20
3840	19 18 62 58
3841	39 22 73 72
3842	2 67 78 24
3843	88 49 81 54
3844	82 17 31 55
3845	40 41 8 56
3846	35 26 21 5
3847	70 86 1 55
3848	83 76 22 85
3849	2 27 20 30
3850	12 38 54 18
3851	10 4 15 53
3852	38 63 37 10
3853	57 16 61 6
3854	81 20 89 17
3855	40 3 70 75
3856	34 53 11 37
3857	53 73 85 69
3858	28 56 31 60
3859	86 37 56 8
3860	55 41 13 71
3861	8 23 26 72
3862	77 19 71 40
3863	47 4 16 41
3864	52 84 38 15
3865	85 68 79 57
3866	39 88 70 21
3867	4 34 90 28
3868	17 12 81 11
3869	69 57 39 80
3870	40 43 68 48
3871	80 47 12 78
3872	75 9 66 29
3873	84 18 7 74
3874	22 16 72 68
3875	83 49 43 27
3876	33 89 36 6
3877	57 10 71 22
3878	30 76 62 52
3879	43 55 35 62
3880	78 77 1 76
3881	65 83 62 6
3882	63 34 16 89
3883	36 59 32 15
3884	24 45 15 60
3885	33 60 13 18
3886	9 32 46 49
3887	65 57 25 2
3888	22 3 14 77
3889	44 54 33 52
3890	18 19 43 81
3891	83 62 63 53
3892	83 72 87 20
3893	65 60 1 23
3894	77 32 45 67
3895	5 21 36 4
3896	85 88 17 14
3897	74 15 8 6
3898	78 3 55 21
3899	72 77 4 34
3900	63 75 28 49
3901	55 65 27 4
3902	62 17 76 13
3903	2 44 89 84
3904	56 6 71 69
3905	75 42 89 88
3906	28 42 35 48
